studyName,Event,"Datetime GMT","Latitude dec. deg. (º)","Longitude dec. deg. (º)","Julian day",Station,"Irradiance (%)","Depth (m)","Phosphate (µmol/L)","Silicate (µmol/L)","Nitrite (µmol/L)","Nitrate (µmol/L)","Ammonium (µmol/L)","Nitrite and Nitrate (µmol/L)",Notes
PAL0506,,"2006-01-21 12:52:00",-64.8149,-64.0404,20,E,50,3,0.678,71.56,0.113,10.67,0.217,,
PAL0506,,"2006-01-21 12:52:00",-64.8149,-64.0404,20,E,25,5,0.694,72.02,0.064,10.89,0.279,,
PAL0506,,"2006-01-21 12:52:00",-64.8149,-64.0404,20,E,10,8,0.709,71.31,0.101,10.96,0.243,,
PAL0506,,"2006-01-21 12:52:00",-64.8149,-64.0404,20,E,5,11,0.704,71.67,0.089,11.16,0.254,,
PAL0506,,"2006-01-21 12:52:00",-64.8149,-64.0404,20,E,0.5,30,1.83,83.92,0.067,21.52,2.06,,
PAL0506,,"2006-01-21 14:07:00",-64.7792,-64.072,20,B,100,0,0.087,59.9,0.002,0.08,0.208,,
PAL0506,,"2006-01-21 14:07:00",-64.7792,-64.072,20,B,50,2,0.095,60.59,0,0.13,0.125,,
PAL0506,,"2006-01-21 14:07:00",-64.7792,-64.072,20,B,25,3,0.101,62.19,0.051,0.3,0.382,,
PAL0506,,"2006-01-21 14:07:00",-64.7792,-64.072,20,B,10,5,0.123,63.36,0.024,1.37,0.157,,
PAL0506,,"2006-01-21 14:07:00",-64.7792,-64.072,20,B,5,6,0.207,65.73,0.078,3.89,0.131,,
PAL0506,,"2006-01-21 14:07:00",-64.7792,-64.072,20,B,0.5,13,1.018,74,0.093,14.1,0.979,,
PAL0506,,"2006-01-25 12:57:00",-64.8166,-64.0409,24,E,100,0,0.642,69.14,0.145,10.35,0.561,,
PAL0506,,"2006-01-25 12:57:00",-64.8166,-64.0409,24,E,50,2,0.638,68.61,0.095,10.34,0.373,,
PAL0506,,"2006-01-25 12:57:00",-64.8166,-64.0409,24,E,25,5,0.604,68.29,0.115,10.02,0.59,,
PAL0506,,"2006-01-25 12:57:00",-64.8166,-64.0409,24,E,10,8,0.632,69.27,0.155,9.95,0.461,,
PAL0506,,"2006-01-25 12:57:00",-64.8166,-64.0409,24,E,5,11,0.652,68.3,0.121,10.18,0.918,,
PAL0506,,"2006-01-25 12:57:00",-64.8166,-64.0409,24,E,0.5,20,0.697,67.94,0.101,10.64,0.569,,
PAL0506,,"2006-01-25 14:15:00",-64,-64,24,B,100,0,0.541,63.87,0.139,7.82,1.138,,"no lat mins., lon mins. available"
PAL0506,,"2006-01-25 14:15:00",-64,-64,24,B,50,2,0.487,66.07,0.14,7.41,0.631,,"no lat mins., lon mins. available"
PAL0506,,"2006-01-25 14:15:00",-64,-64,24,B,25,3,0.547,65.99,0.107,7.99,0.847,,"no lat mins., lon mins. available"
PAL0506,,"2006-01-25 14:15:00",-64,-64,24,B,10,4,0.491,65.53,0.109,7.7,0.583,,"no lat mins., lon mins. available"
PAL0506,,"2006-01-25 14:15:00",-64,-64,24,B,5,6,0.519,59.44,0.14,8.51,0.552,,"no lat mins., lon mins. available"
PAL0506,,"2006-01-25 14:15:00",-64,-64,24,B,0.5,14,0.688,66.48,0.158,9.8,0.931,,"no lat mins., lon mins. available"
PAL0506,,"2006-01-28 12:34:00",-64.8147,-64.0416,27,E,100,0,0.506,68.13,0.15,9.02,0.429,,
PAL0506,,"2006-01-28 12:34:00",-64.8147,-64.0416,27,E,50,2,0.526,66.85,0.133,9.05,0.342,,
PAL0506,,"2006-01-28 12:34:00",-64.8147,-64.0416,27,E,25,5,0.53,67.22,0.132,9.15,0.563,,
PAL0506,,"2006-01-28 12:34:00",-64.8147,-64.0416,27,E,10,9,0.62,68.84,0.128,10.15,0.551,,
PAL0506,,"2006-01-28 12:34:00",-64.8147,-64.0416,27,E,5,12,0.635,65.67,0.139,10.34,0.41,,
PAL0506,,"2006-01-28 12:34:00",-64.8147,-64.0416,27,E,0.5,25,0.975,71.09,0.14,13.18,1.865,,
PAL0506,,"2006-01-28 13:46:00",-64.7792,-64.0729,27,B,100,0,0.312,62.51,0.101,4.19,0.564,,
PAL0506,,"2006-01-28 13:46:00",-64.7792,-64.0729,27,B,50,1,0.308,63.34,0.108,4.59,0.516,,
PAL0506,,"2006-01-28 13:46:00",-64.7792,-64.0729,27,B,25,3,0.339,64.47,0.155,5.15,0.582,,
PAL0506,,"2006-01-28 13:46:00",-64.7792,-64.0729,27,B,10,6,0.45,65.65,0.112,7.42,0.93,,
PAL0506,,"2006-01-28 13:46:00",-64.7792,-64.0729,27,B,5,8,0.614,66.49,0.138,9.08,0.961,,
PAL0506,,"2006-01-28 13:46:00",-64.7792,-64.0729,27,B,0.5,16,0.793,64.48,0.104,10.76,1.502,,
PAL0506,,"2006-01-31 12:36:00",-64.814,-64.043,30,E,100,0,0.411,65.47,0.12,7.18,0.325,,
PAL0506,,"2006-01-31 12:36:00",-64.814,-64.043,30,E,50,2,0.409,67.43,0.141,7.24,0.67,,
PAL0506,,"2006-01-31 12:36:00",-64.814,-64.043,30,E,25,4,0.464,66.93,0.126,7.82,0.427,,
PAL0506,,"2006-01-31 12:36:00",-64.814,-64.043,30,E,10,7,0.585,64.97,0.114,9.89,0.524,,
PAL0506,,"2006-01-31 12:36:00",-64.814,-64.043,30,E,5,9,0.798,70.13,0.113,12.1,0.917,,
PAL0506,,"2006-01-31 12:36:00",-64.814,-64.043,30,E,0.5,21,1.401,80.02,0.133,17.12,1.924,,
PAL0506,,"2006-01-31 13:48:00",-64.7793,-64.0728,30,B,100,0,0.349,64.05,0.121,4.66,0.623,,
PAL0506,,"2006-01-31 13:48:00",-64.7793,-64.0728,30,B,50,2,0.36,64.76,0.119,4.98,0.672,,
PAL0506,,"2006-01-31 13:48:00",-64.7793,-64.0728,30,B,25,4,0.354,59.54,0.141,5.17,0.522,,
PAL0506,,"2006-01-31 13:48:00",-64.7793,-64.0728,30,B,10,6,0.632,64.97,0.085,9.48,0.757,,
PAL0506,,"2006-01-31 13:48:00",-64.7793,-64.0728,30,B,5,8,0.874,68.71,0.142,11.15,1.626,,
PAL0506,,"2006-01-31 13:48:00",-64.7793,-64.0728,30,B,0.5,17,1.422,75.98,0.124,16.63,2.149,,
PAL0506,,"2006-02-02 12:32:00",-64.8149,-64.0412,32,E,100,0,0.565,68.95,0.111,9.02,0.65,,
PAL0506,,"2006-02-02 12:32:00",-64.8149,-64.0412,32,E,50,2,0.42,68.14,0.133,7.85,0,,
PAL0506,,"2006-02-02 12:32:00",-64.8149,-64.0412,32,E,25,4,0.714,70.68,0.066,11.52,0.181,,
PAL0506,,"2006-02-02 12:32:00",-64.8149,-64.0412,32,E,10,7,1.195,75.2,0.132,15.28,1.015,,
PAL0506,,"2006-02-02 12:32:00",-64.8149,-64.0412,32,E,5,11,1.478,78.9,0.125,17.93,1.851,,
PAL0506,,"2006-02-02 12:32:00",-64.8149,-64.0412,32,E,0.5,26,1.828,80.28,0.138,20.71,1.619,,
PAL0506,,"2006-02-02 13:44:00",-64.7801,-64.0778,32,B,100,0,0.173,60.81,0.108,0.72,0.115,,
PAL0506,,"2006-02-02 13:44:00",-64.7801,-64.0778,32,B,50,1,0.128,61.18,0.079,0.3,0.012,,
PAL0506,,"2006-02-02 13:44:00",-64.7801,-64.0778,32,B,25,3,0.114,59.84,0.023,0.2,0.093,,
PAL0506,,"2006-02-02 13:44:00",-64.7801,-64.0778,32,B,10,5,0.122,57.61,0.019,0.61,0.035,,
PAL0506,,"2006-02-02 13:44:00",-64.7801,-64.0778,32,B,5,7,0.128,58.97,0.072,1.47,0.109,,
PAL0506,,"2006-02-02 13:44:00",-64.7801,-64.0778,32,B,0.5,12,0.709,64.08,0.123,10.49,0.859,,
PAL0506,,"2006-02-08 15:00:00",-64.7796,-64.0757,38,B,100,0,1.001,65.37,0.008,13.87,1.058,,
PAL0506,,"2006-02-08 15:00:00",-64.7796,-64.0757,38,B,50,2,1.035,66.33,0.014,13.95,1.172,,
PAL0506,,"2006-02-08 15:00:00",-64.7796,-64.0757,38,B,25,4,0.953,65.69,0.014,13.49,0.801,,
PAL0506,,"2006-02-08 15:00:00",-64.7796,-64.0757,38,B,10,7,0.928,66.17,0.117,13.32,0.631,,
PAL0506,,"2006-02-08 15:00:00",-64.7796,-64.0757,38,B,5,9,0.948,66.41,0.05,13.58,0.726,,
PAL0506,,"2006-02-08 15:00:00",-64.7796,-64.0757,38,B,0.5,16,0.995,72.86,0.004,14.28,0.763,,
PAL0506,,"2006-02-11 13:07:00",-64.8146,-64.0419,41,E,100,0,0.761,65.29,0.021,11.13,0.586,,
PAL0506,,"2006-02-11 13:07:00",-64.8146,-64.0419,41,E,50,3,0.747,63.54,0.014,11.24,1.079,,
PAL0506,,"2006-02-11 13:07:00",-64.8146,-64.0419,41,E,25,4,0.767,63.14,0.017,11.17,0.62,,
PAL0506,,"2006-02-11 13:07:00",-64.8146,-64.0419,41,E,10,8,0.795,63.3,0.045,11.49,0.665,,
PAL0506,,"2006-02-11 13:07:00",-64.8146,-64.0419,41,E,5,11,0.762,63.38,0.018,11.22,0.912,,
PAL0506,,"2006-02-11 13:07:00",-64.8146,-64.0419,41,E,0.5,19,0.748,62.26,0.018,10.57,1.308,,
PAL0506,,"2006-02-11 14:55:00",-64.7796,-64.0726,41,B,100,0,0.996,63.3,0.031,12.92,1.009,,
PAL0506,,"2006-02-11 14:55:00",-64.7796,-64.0726,41,B,50,2,0.907,-999,0.035,11.79,0.822,,
PAL0506,,"2006-02-11 14:55:00",-64.7796,-64.0726,41,B,25,3,0.766,62.5,0.01,10.95,0.52,,
PAL0506,,"2006-02-11 14:55:00",-64.7796,-64.0726,41,B,10,5,1.36,71.75,0.012,10.8,0.641,,
PAL0506,,"2006-02-11 14:55:00",-64.7796,-64.0726,41,B,5,8,1.437,-999,0.014,11.04,0.509,,
PAL0506,,"2006-02-11 14:55:00",-64.7796,-64.0726,41,B,0.5,15,0.799,63.54,0.005,11.46,0.999,,
PAL0506,,"2006-02-14 12:55:00",-64.8151,-64.0403,44,E,100,0,0.888,63.06,0.033,10.85,1.023,,
PAL0506,,"2006-02-14 12:55:00",-64.8151,-64.0403,44,E,50,2,0.873,63.7,0.02,11.79,0.985,,
PAL0506,,"2006-02-14 12:55:00",-64.8151,-64.0403,44,E,25,4,0.79,62.82,0.014,10.82,0.967,,
PAL0506,,"2006-02-14 12:55:00",-64.8151,-64.0403,44,E,10,6,0.802,-999,0.017,11,1.183,,
PAL0506,,"2006-02-14 12:55:00",-64.8151,-64.0403,44,E,5,9,0.809,66.73,0.009,11.19,1.221,,
PAL0506,,"2006-02-14 12:55:00",-64.8151,-64.0403,44,E,0.5,17,0.844,67.92,0,11.62,1.947,,
PAL0506,,"2006-02-14 14:33:00",-64.778,-64.0708,44,B,100,0,0.981,62.15,0.077,11.55,1.681,,
PAL0506,,"2006-02-14 14:33:00",-64.778,-64.0708,44,B,50,2,0.942,62.42,0.151,11.09,1.349,,
PAL0506,,"2006-02-14 14:33:00",-64.778,-64.0708,44,B,25,3,0.885,62.9,0.137,10.88,1.013,,
PAL0506,,"2006-02-14 14:33:00",-64.778,-64.0708,44,B,10,5,0.856,62.74,0.124,11,0.901,,
PAL0506,,"2006-02-14 14:33:00",-64.778,-64.0708,44,B,5,7,0.859,62.66,0.062,12.12,0.903,,
PAL0506,,"2006-02-14 14:33:00",-64.778,-64.0708,44,B,0.5,16,1.007,62.11,0.109,13.48,2.134,,
PAL0506,,"2006-02-17 11:30:00",-64.8152,-64.0409,47,E,100,0,0.985,63.06,0.187,13.4,0.95,,
PAL0506,,"2006-02-17 11:30:00",-64.8152,-64.0409,47,E,50,3,0.878,62.19,0.09,13.54,0.384,,
PAL0506,,"2006-02-17 11:30:00",-64.8152,-64.0409,47,E,25,5,0.901,62.19,0.069,13.69,0.391,,
PAL0506,,"2006-02-17 11:30:00",-64.8152,-64.0409,47,E,10,10,0.917,62.5,0.096,14.12,0.783,,
PAL0506,,"2006-02-17 11:30:00",-64.8152,-64.0409,47,E,5,13,0.938,62.74,0.033,14.31,1.28,,
PAL0506,,"2006-02-17 11:30:00",-64.8152,-64.0409,47,E,0.5,30,1.335,65.21,0.09,16.95,3.169,,
PAL0506,,"2006-02-17 16:15:00",-64.7799,-64.0728,47,B,100,0,1.117,61.51,0.035,13.36,1.459,,
PAL0506,,"2006-02-17 16:15:00",-64.7799,-64.0728,47,B,50,2,1.008,61.07,0.088,11.29,1.54,,
PAL0506,,"2006-02-17 16:15:00",-64.7799,-64.0728,47,B,25,5,0.83,60.83,0.063,9.93,0.763,,
PAL0506,,"2006-02-17 16:15:00",-64.7799,-64.0728,47,B,10,8,0.689,60.03,-999,8.82,0.714,,
PAL0506,,"2006-02-17 16:15:00",-64.7799,-64.0728,47,B,5,10,0.741,59.95,0.059,10.98,0.752,,
PAL0506,,"2006-02-17 16:15:00",-64.7799,-64.0728,47,B,0.5,20,1.061,64.14,0.057,14.08,2.457,,
PAL0506,,"2006-02-21 13:14:00",-64.8152,-64.0388,51,E,100,0,1.132,62.5,0.015,15,1.124,,
PAL0506,,"2006-02-21 13:14:00",-64.8152,-64.0388,51,E,50,3,1.132,62.34,0.035,15.03,0.971,,
PAL0506,,"2006-02-21 13:14:00",-64.8152,-64.0388,51,E,25,6,1.106,62.66,0.015,15.15,0.952,,
PAL0506,,"2006-02-21 13:14:00",-64.8152,-64.0388,51,E,10,10,1.267,63.46,0.019,17.27,1.103,,
PAL0506,,"2006-02-21 13:14:00",-64.8152,-64.0388,51,E,5,14,1.309,64.02,0.023,17.69,1.336,,
PAL0506,,"2006-02-21 13:14:00",-64.8152,-64.0388,51,E,0.5,30,1.38,64.81,0,18.26,1.967,,
PAL0506,,"2006-02-21 14:50:00",-64.7793,-64.0736,51,B,100,0,1.108,66.73,0,15.21,0.855,,
PAL0506,,"2006-02-21 14:50:00",-64.7793,-64.0736,51,B,50,2,1.095,66.49,0.037,14.94,1.009,,
PAL0506,,"2006-02-21 14:50:00",-64.7793,-64.0736,51,B,25,5,1.068,66.25,0.038,14.56,1.259,,
PAL0506,,"2006-02-21 14:50:00",-64.7793,-64.0736,51,B,10,9,1.098,66.89,0.028,15.71,0.836,,
PAL0506,,"2006-02-21 14:50:00",-64.7793,-64.0736,51,B,5,13,1.136,67.52,0.019,16.56,0.919,,
PAL0506,,"2006-02-21 14:50:00",-64.7793,-64.0736,51,B,0.5,27,1.343,72.07,0.016,18.92,1.158,,
PAL0506,,"2006-02-24 13:10:00",-64.8153,-64.0398,54,E,100,0,0.785,62.66,0.034,14.31,0.184,,
PAL0506,,"2006-02-24 13:10:00",-64.8153,-64.0398,54,E,50,2,0.8,63.94,0.032,14.35,0.023,,
PAL0506,,"2006-02-24 13:10:00",-64.8153,-64.0398,54,E,25,5,0.782,63.62,0.031,14.4,0.079,,
PAL0506,,"2006-02-24 13:10:00",-64.8153,-64.0398,54,E,10,8,0.843,63.78,0.029,14.69,0.073,,
PAL0506,,"2006-02-24 13:10:00",-64.8153,-64.0398,54,E,5,12,0.82,68.32,0.026,14.87,0.101,,
PAL0506,,"2006-02-24 13:10:00",-64.8153,-64.0398,54,E,0.5,23,0.939,66.01,0.023,15.67,0.481,,
PAL0506,,"2006-02-24 14:42:00",-64.7795,-64.0727,54,B,100,0,1.113,65.53,0.041,14.68,0.922,,
PAL0506,,"2006-02-24 14:42:00",-64.7795,-64.0727,54,B,50,3,1.046,65.69,0.034,14.56,0.766,,
PAL0506,,"2006-02-24 14:42:00",-64.7795,-64.0727,54,B,25,6,1.046,66.65,0.031,14.61,0.818,,
PAL0506,,"2006-02-24 14:42:00",-64.7795,-64.0727,54,B,10,9,1.128,70.15,0.028,15.83,1.165,,
PAL0506,,"2006-02-24 14:42:00",-64.7795,-64.0727,54,B,5,12,1.271,69.36,0.022,17.06,1.494,,
PAL0506,,"2006-02-24 14:42:00",-64.7795,-64.0727,54,B,0.5,29,1.619,74.3,0.01,20.06,2.45,,
PAL0506,,"2006-02-28 12:47:00",-64.8151,-64.0418,58,E,100,0,1.108,66.57,0.036,15.15,0.928,,
PAL0506,,"2006-02-28 12:47:00",-64.8151,-64.0418,58,E,50,3,1.117,66.49,0.035,15.11,0.794,,
PAL0506,,"2006-02-28 12:47:00",-64.8151,-64.0418,58,E,25,7,1.027,-999,0.026,15.03,0.582,,
PAL0506,,"2006-02-28 12:47:00",-64.8151,-64.0418,58,E,10,12,0.996,65.61,0.028,15.24,0.547,,
PAL0506,,"2006-02-28 12:47:00",-64.8151,-64.0418,58,E,5,15,1.038,65.85,0.028,16.04,0.669,,
PAL0506,,"2006-02-28 14:21:00",-64.8151,-64.0418,58,E,0.5,28,1.639,74.38,0.006,20.99,2.165,,
PAL0506,,"2006-02-28 14:21:00",-64.7796,-64.0737,58,B,100,0,1.544,61.39,0.065,15.61,3.457,,
PAL0506,,"2006-02-28 14:21:00",-64.7796,-64.0737,58,B,50,2,1.403,61.79,0.062,15.8,2.759,,
PAL0506,,"2006-02-28 14:21:00",-64.7796,-64.0737,58,B,25,5,1.194,61.75,0.051,15.09,1.908,,
PAL0506,,"2006-02-28 14:21:00",-64.7796,-64.0737,58,B,10,10,1.076,64.66,0.038,14.9,1.325,,
PAL0506,,"2006-02-28 14:21:00",-64.7796,-64.0737,58,B,5,13,1.038,59.91,0.035,14.65,0.735,,
PAL0506,,"2006-02-28 14:21:00",-64.7796,-64.0737,58,B,0.5,27,1.681,68.24,0.035,19.07,4.447,,
PAL0506,,"2006-03-03 11:51:00",-64.7796,-64.0743,62,B,100,0,1.643,59.91,0.063,18.3,3.061,,
PAL0506,,"2006-03-03 11:51:00",-64.7796,-64.0743,62,B,50,3,1.658,60.27,0.03,18.4,3.252,,
PAL0506,,"2006-03-03 11:51:00",-64.7796,-64.0743,62,B,25,7,1.696,61.71,0.021,19.17,3.44,,
PAL0506,,"2006-03-03 11:51:00",-64.7796,-64.0743,62,B,10,14,1.801,63.62,-999,-999,4.342,,
PAL0506,,"2006-03-03 11:51:00",-64.7796,-64.0743,62,B,5,20,1.799,63.86,-999,-999,3.891,,
PAL0506,,"2006-03-03 11:51:00",-64.7796,-64.0743,62,B,0.5,43,-999,70.39,-999,-999,3.228,,
PAL0506,,"2006-03-03 13:00:00",-64.8154,-64.0395,62,E,100,0,1.202,55.41,0.008,12.91,4.082,,
PAL0506,,"2006-03-03 13:00:00",-64.8154,-64.0395,62,E,50,5,1.245,55.65,0,13,4.308,,
PAL0506,,"2006-03-03 13:00:00",-64.8154,-64.0395,62,E,25,11,1.425,57.88,0.013,15.59,4.481,,
PAL0506,,"2006-03-03 13:00:00",-64.8154,-64.0395,62,E,10,20,1.459,58.28,0.016,15.87,4.551,,
PAL0506,,"2006-03-03 13:00:00",-64.8154,-64.0395,62,E,5,27,1.876,67.28,0.02,19.52,5.436,,
PAL0506,,"2006-03-03 13:00:00",-64.8154,-64.0395,62,E,0.5,61,2.263,75.89,0.006,27.85,2.717,,
PAL0506,,"2006-03-06 12:53:00",-64.815,-64.0402,65,E,100,0,1.878,61.07,0.028,21.22,3.202,,
PAL0506,,"2006-03-06 12:53:00",-64.815,-64.0402,65,E,50,3,1.775,61.31,0.025,21.01,2.443,,
PAL0506,,"2006-03-06 12:53:00",-64.815,-64.0402,65,E,25,6,1.737,-999,0.019,20.73,2.388,,
PAL0506,,"2006-03-06 12:53:00",-64.815,-64.0402,65,E,10,13,1.722,60.19,0.017,20.31,3.086,,
PAL0506,,"2006-03-06 12:53:00",-64.815,-64.0402,65,E,5,19,1.868,61.31,0.025,21.73,2.842,,
PAL0506,,"2006-03-06 12:53:00",-64.815,-64.0402,65,E,0.5,40,1.989,68.32,0.029,25.18,2.433,,
PAL0506,,"2006-03-06 14:24:00",-64.7797,-64.073,65,B,100,0,-999,60.83,0.036,20.71,3.613,,
PAL0506,,"2006-03-06 14:24:00",-64.7797,-64.073,65,B,50,2,1.793,60.83,0.034,20.42,2.999,,
PAL0506,,"2006-03-06 14:24:00",-64.7797,-64.073,65,B,25,6,1.782,60.35,0.03,20.8,2.867,,
PAL0506,,"2006-03-06 14:24:00",-64.7797,-64.073,65,B,10,13,1.767,59.95,0.027,20.84,2.214,,
PAL0506,,"2006-03-06 14:24:00",-64.7797,-64.073,65,B,5,18,1.765,62.19,0.024,21.25,2.266,,
PAL0506,,"2006-03-06 14:24:00",-64.7797,-64.073,65,B,0.5,42,-999,64.89,0.022,23.92,2.235,,
PAL0506,,"2006-03-09 12:29:00",-64.7828,-64.0422,68,E,100,0,1.59,66.97,0.031,20.61,1.264,,
PAL0506,,"2006-03-09 12:29:00",-64.7828,-64.0422,68,E,50,3,1.632,68.48,0.033,20.5,1.204,,
PAL0506,,"2006-03-09 12:29:00",-64.7828,-64.0422,68,E,25,8,1.636,72.86,0.029,20.63,1.214,,
PAL0506,,"2006-03-09 12:29:00",-64.7828,-64.0422,68,E,10,14,1.59,69.12,0.024,20.59,1.207,,
PAL0506,,"2006-03-09 12:29:00",-64.7828,-64.0422,68,E,5,19,1.76,66.97,0.035,20.58,-999,,
PAL0506,,"2006-03-09 12:29:00",-64.7828,-64.0422,68,E,0.5,36,1.598,66.65,0.03,20.88,0.95,,
PAL0506,,"2006-03-09 14:00:00",-64.7794,-64.0697,68,B,100,0,1.681,69.6,0.013,20.61,1.499,,
PAL0506,,"2006-03-09 14:00:00",-64.7794,-64.0697,68,B,50,2,1.624,68.16,0.012,20.69,1.599,,
PAL0506,,"2006-03-09 14:00:00",-64.7794,-64.0697,68,B,25,6,1.696,67.92,0.019,20.68,1.551,,
PAL0506,,"2006-03-09 14:00:00",-64.7794,-64.0697,68,B,10,13,1.688,69.36,0.01,20.57,1.61,,
PAL0506,,"2006-03-09 14:00:00",-64.7794,-64.0697,68,B,5,18,1.722,68.88,0.016,20.6,2.204,,
PAL0506,,"2006-03-09 14:00:00",-64.7794,-64.0697,68,B,0.5,42,1.658,67.76,0,20.74,1.492,,
PAL0506,,"2006-03-13 12:38:00",-64.8152,-64.0405,72,E,100,0,1.606,-999,0.013,20.39,0.856,,
PAL0506,,"2006-03-13 12:38:00",-64.8152,-64.0405,72,E,50,4,1.617,67.05,0.004,20.53,0.842,,
PAL0506,,"2006-03-13 12:38:00",-64.8152,-64.0405,72,E,25,8,1.613,68.64,0.025,20.63,0.737,,
PAL0506,,"2006-03-13 12:38:00",-64.8152,-64.0405,72,E,10,14,1.587,67.05,0.005,20.23,0.592,,
PAL0506,,"2006-03-13 12:38:00",-64.8152,-64.0405,72,E,5,19,1.594,66.73,0.001,20.28,0.686,,
PAL0506,,"2006-03-13 12:38:00",-64.8152,-64.0405,72,E,0.5,37,1.628,67.84,0.01,20.73,0.971,,
PAL0506,,"2006-03-13 15:17:00",-64.7793,-64.0726,72,B,100,0,1.714,67.92,0.025,18.74,1.023,,
PAL0506,,"2006-03-13 15:17:00",-64.7793,-64.0726,72,B,50,3,1.724,69.75,0.033,19.22,0.789,,
PAL0506,,"2006-03-13 15:17:00",-64.7793,-64.0726,72,B,25,6,1.692,70.31,0,19.31,0.461,,
PAL0506,,"2006-03-13 15:17:00",-64.7793,-64.0726,72,B,10,12,1.684,70.39,0.011,19.26,0.537,,
PAL0506,,"2006-03-13 15:17:00",-64.7793,-64.0726,72,B,5,16,1.688,68.64,0.018,18.96,0.679,,
PAL0506,,"2006-03-13 15:17:00",-64.7793,-64.0726,72,B,0.5,34,1.666,68.48,0.004,19.22,0.658,,
PAL0506,,"2006-03-18 14:03:00",-64.8152,-64.0407,77,E,100,0,1.752,62.34,0.01,21.68,1.419,,
PAL0506,,"2006-03-18 14:03:00",-64.8152,-64.0407,77,E,50,4,1.714,62.03,0.025,21.65,1.488,,
PAL0506,,"2006-03-18 14:03:00",-64.8152,-64.0407,77,E,25,9,1.703,61.71,0.006,21.54,1.485,,
PAL0506,,"2006-03-18 14:03:00",-64.8152,-64.0407,77,E,10,16,1.703,62.26,0.008,21.58,1.433,,
PAL0506,,"2006-03-18 14:03:00",-64.8152,-64.0407,77,E,5,22,1.718,61.87,0.014,21.62,1.592,,
PAL0506,,"2006-03-18 14:03:00",-64.8152,-64.0407,77,E,0.5,44,1.741,63.06,0,22.01,1.61,,
PAL0506,,"2006-03-18 15:25:00",-64.7794,-64.0727,77,B,100,0,1.797,63.38,0.004,21.62,1.28,,
PAL0506,,"2006-03-18 15:25:00",-64.7794,-64.0727,77,B,50,2,1.835,63.14,0.006,21.96,1.165,,
PAL0506,,"2006-03-18 15:25:00",-64.7794,-64.0727,77,B,25,3,1.756,63.06,0.003,21.92,1.033,,
PAL0506,,"2006-03-18 15:25:00",-64.7794,-64.0727,77,B,10,9,1.76,64.1,0.002,22.03,0.915,,
PAL0506,,"2006-03-18 15:25:00",-64.7794,-64.0727,77,B,5,13,1.752,64.02,0.009,22.04,1.245,,
PAL0506,,"2006-03-18 15:25:00",-64.7794,-64.0727,77,B,0.05,32,1.76,64.02,0.006,21.83,1.19,,
PAL0506,,"2006-03-23 12:30:00",-64.8149,-64.7791,82,E,100,0,1.748,62.74,0.014,21.83,1.474,,
PAL0506,,"2006-03-23 12:30:00",-64.8149,-64.7791,82,E,50,4,1.808,63.54,0.017,21.53,1.853,,
PAL0506,,"2006-03-23 12:30:00",-64.8149,-64.7791,82,E,25,8,1.756,62.11,0.017,21.53,1.408,,
PAL0506,,"2006-03-23 12:30:00",-64.8149,-64.7791,82,E,10,15,1.741,61.47,0.015,21.57,1.322,,
PAL0506,,"2006-03-23 12:30:00",-64.8149,-64.7791,82,E,5,21,1.722,-999,0.013,21.53,1.395,,
PAL0506,,"2006-03-23 12:30:00",-64.8149,-64.7791,82,E,0.5,43,1.741,60.03,0.007,21.52,1.362,,
PAL0506,,"2006-03-23 13:50:00",-64.7791,-64.0731,82,B,100,0,1.868,61.95,0.023,21.18,1.766,,
PAL0506,,"2006-03-23 13:50:00",-64.7791,-64.0731,82,B,50,2,1.771,66.57,0.012,21.78,1.377,,
PAL0506,,"2006-03-23 13:50:00",-64.7791,-64.0731,82,B,25,5,1.786,62.82,0.012,21.7,1.433,,
PAL0506,,"2006-03-23 13:50:00",-64.7791,-64.0731,82,B,10,10,1.756,62.9,0.014,21.78,1.37,,
PAL0506,,"2006-03-23 13:50:00",-64.7791,-64.0731,82,B,5,15,1.782,62.46,0.014,21.76,1.478,,
PAL0506,,"2006-03-23 13:50:00",-64.7791,-64.0731,82,B,0.05,33,1.833,65.05,0.012,22.48,1.592,,
PAL0506,,"2006-03-28 14:00:00",-64.8165,-64.0392,87,E,100,0,1.705,-999,0.04,18.83,1.539,,
PAL0506,,"2006-03-28 14:00:00",-64.8165,-64.0392,87,E,50,4,1.733,67.6,0.066,18.78,1.815,,
PAL0506,,"2006-03-28 14:00:00",-64.8165,-64.0392,87,E,25,10,1.707,66.25,0.029,18.86,1.506,,
PAL0506,,"2006-03-28 14:00:00",-64.8165,-64.0392,87,E,10,18,1.729,-999,0.036,18.81,1.417,,
PAL0506,,"2006-03-28 14:00:00",-64.8165,-64.0392,87,E,5,25,1.718,65.69,0.04,18.77,1.537,,
PAL0506,,"2006-03-28 14:00:00",-64.8165,-64.0392,87,E,0.5,50,1.932,78.64,0.04,20.7,1.638,,
PAL0506,,"2006-03-28 15:45:00",-64.7691,-64.0744,87,B,100,0,1.778,66.97,0.054,18.67,1.662,,
PAL0506,,"2006-03-28 15:45:00",-64.7691,-64.0744,87,B,50,3,1.722,67.6,0.043,18.85,1.551,,
PAL0506,,"2006-03-28 15:45:00",-64.7691,-64.0744,87,B,25,5,1.733,73.02,0.013,19,1.443,,
PAL0506,,"2006-03-28 15:45:00",-64.7691,-64.0744,87,B,10,11,1.699,72.86,0.032,18.99,1.443,,
